9,5,1,9,14.280553,8.158289,3.953607,37.942081,37.942081
13,5,2,13,11.339571,6.280149,1.572637,70.142535,70.142535
37,5,3,37,15.085302,5.21569,4.6954,16.696563,16.696563
19,6,6,19,18.187442,5.487243,4.773315,175.802781,175.802781
35,8,9,35,14.716378,8.118869,1.70998,60.346905,60.346905
11,9,9,11,12.523228,11.83743,0.367473,45.521644,45.521644
3,8,6,3,13.53279,8.097442,0.733333,66.812825,66.812825
33,7,3,33,13.77814,9.901845,4.795896,147.728058,147.728058
4,8,3,4,14.107792,9.683278,3.773222,17.990136,17.990136
15,7,0,15,18.371217,1.645462,-4.333333,185.921773,185.921773
5,11,3,5,18.09571,7.191948,4.666667,22.341149,22.341149
24,11,4,24,16.191573,14.591113,8.733333,197.990041,197.990041
17,11,7,17,20.212045,6.0687,4.765973,116.558193,116.558193
32,11,6,32,12.735976,6.2728,-0.0,169.035637,169.035637
2,13,5,2,14.729957,1.788218,-6.592956,163.704849,163.704849
14,12,1,14,12.609438,7.586974,0.718312,74.111905,74.111905
21,11,-1,21,19.59081,9.418446,4.690964,0.104475,0.104475
